frame_idx,x,y
2,6848.8759765625,3633.40966796875
3,6859.44873046875,3674.16943359375
4,6862.994140625,3664.595703125
5,6866.4482421875,3657.8876953125
6,6868.64013671875,3677.0107421875
7,6874.51953125,3670.667724609375
8,6888.30615234375,3683.001708984375
9,6891.580078125,3682.355712890625
10,6893.3173828125,3682.058349609375
11,6900.2138671875,3699.421630859375
12,6900.1806640625,3739.456298828125
13,6905.330078125,3819.85205078125
14,6908.79541015625,3868.099853515625
15,6914.232421875,3938.08642578125
16,6917.75732421875,3980.40771484375
17,6922.3349609375,4012.845947265625
18,6925.53857421875,4043.119873046875
19,6930.65234375,4089.52880859375
20,6933.763671875,4137.7998046875
21,6935.38671875,4186.875
22,6936.95068359375,4231.880859375
23,6942.52197265625,4249.4013671875
24,6947.853515625,4285.21435546875
25,6950.1328125,4348.16748046875
26,6949.9111328125,4407.529296875
27,6952.35302734375,4467.52099609375
28,6958.41943359375,4506.90087890625
29,6960.9921875,4535.9111328125
30,6964.810546875,4575.6005859375
31,6966.64111328125,4620.435546875
32,6973.51025390625,4644.72412109375
33,6972.3076171875,4669.1162109375
34,6975.1728515625,4709.52490234375
35,6978.8681640625,4734.4404296875
36,6983.0107421875,4758.193359375
37,6982.10205078125,4786.904296875
38,6983.09228515625,4837.8251953125
39,6985.75634765625,4877.5849609375
40,6988.41650390625,4881.98876953125
41,6982.77001953125,4893.65087890625
42,7058.6376953125,4961.6962890625
43,7055.28173828125,4976.7822265625
44,7055.6171875,4968.162109375
45,7055.642578125,4977.84912109375
46,7048.56591796875,4989.72216796875
47,7045.267578125,5005.50634765625
48,7043.29248046875,5018.521484375
49,7044.06591796875,5032.99267578125
50,7045.490234375,5034.68505859375
51,7040.88525390625,5046.90087890625
52,7047.2890625,5069.9228515625
53,7040.32421875,5084.89892578125
54,7043.306640625,5100.29931640625
55,7034.1689453125,5098.82666015625
56,7031.2958984375,5101.50146484375
57,7034.587890625,5112.04150390625
58,7009.623046875,5170.0166015625
59,6981.53759765625,5221.26025390625
60,6954.46923828125,5265.8681640625
61,6920.400390625,5324.37548828125
62,6889.4697265625,5364.42822265625
63,6860.3076171875,5422.22265625
64,6835.056640625,5468.41943359375
65,6811.11328125,5529.5673828125
66,6794.60107421875,5563.95263671875
67,6781.0556640625,5595.95458984375
68,6757.77490234375,5644.38134765625
69,6734.49853515625,5687.62158203125
70,6711.5556640625,5732.6826171875
71,6690.27783203125,5795.212890625
72,6670.92724609375,5843.7021484375
73,6652.6005859375,5883.859375
74,6634.998046875,5932.25146484375
75,6614.3017578125,5967.615234375
76,6593.61572265625,6002.70556640625
77,6572.47607421875,6039.81298828125
78,6556.97412109375,6066.486328125
79,6537.25390625,6099.267578125
80,6513.201171875,6134.21484375
81,6498.052734375,6180.24560546875
82,6477.6025390625,6215.3994140625
83,6457.27978515625,6217.8037109375
84,6443.98486328125,6259.4873046875
85,6429.240234375,6286.88623046875
86,6416.12158203125,6325.13232421875
87,6400.45947265625,6338.994140625
88,6388.0927734375,6383.08935546875
89,6374.2734375,6438.91064453125
90,6351.00927734375,6489.17431640625
91,6340.21875,6493.69140625
92,6337.31884765625,6504.75634765625
93,6337.31884765625,6504.75634765625
94,6337.31884765625,6504.75634765625
95,6337.31884765625,6504.75634765625
96,6337.31884765625,6504.75634765625
97,6337.31884765625,6504.75634765625
98,6269.03662109375,6485.81201171875
99,6262.53369140625,6511.49609375
100,6257.13427734375,6497.59619140625
101,6245.7158203125,6500.77392578125
102,6231.18994140625,6500.859375
103,6221.4326171875,6507.34423828125
104,6215.6962890625,6523.25244140625
105,6205.4833984375,6529.4365234375
106,6193.810546875,6525.4091796875
107,6180.6767578125,6498.68701171875
108,6174.45166015625,6488.083984375
109,6169.21484375,6495.66455078125
110,6159.38330078125,6494.04443359375
111,6149.08544921875,6493.759765625
112,6138.5185546875,6505.98193359375
113,6127.9580078125,6508.42529296875
114,6117.6669921875,6499.2138671875
115,6111.6533203125,6493.0322265625
116,6104.7841796875,6511.16455078125
117,6095.4794921875,6507.12451171875
118,6088.2529296875,6512.3720703125
119,6081.70361328125,6515.875
120,6073.1328125,6521.21484375
121,6065.58154296875,6519.49609375
122,6055.32470703125,6521.68505859375
123,6048.099609375,6518.37841796875
124,6040.31396484375,6527.37353515625
125,6033.1123046875,6527.01806640625
126,6033.1123046875,6527.01806640625
127,6033.1123046875,6527.01806640625
128,6010.47607421875,6521.79150390625
129,5998.14990234375,6529.84912109375
130,5986.04150390625,6530.755859375
131,5978.36181640625,6538.72021484375
132,5966.36328125,6533.572265625
133,5960.61865234375,6549.8916015625
134,5947.89990234375,6528.8271484375
135,5941.6943359375,6534.94873046875
136,5926.84814453125,6492.7353515625
137,5919.533203125,6469.2978515625
138,5896.375,6462.38916015625
139,5898.13134765625,6470.587890625
140,5875.44287109375,6421.34375
141,5868.8984375,6412.73193359375
142,5859.48681640625,6401.27587890625
143,5851.53173828125,6392.54638671875
144,5845.7451171875,6383.296875
145,5845.7451171875,6383.296875
146,5845.7451171875,6383.296875
147,5845.7451171875,6383.296875
148,5845.7451171875,6383.296875
149,5799.44873046875,6311.26171875
150,5792.72900390625,6311.18017578125
151,5785.58984375,6305.12939453125
152,5779.46728515625,6287.37548828125
153,5779.46728515625,6287.37548828125
154,5779.46728515625,6287.37548828125
155,5779.46728515625,6287.37548828125
156,5779.46728515625,6287.37548828125
157,5779.46728515625,6287.37548828125
158,5825.5732421875,5966.85888671875
159,5833.38623046875,5921.61962890625
160,5842.61083984375,5878.09765625
161,5849.40283203125,5827.04248046875
162,5854.783203125,5772.50048828125
163,5863.1640625,5728.1474609375
164,5873.2841796875,5692.7265625
165,5881.75048828125,5658.67333984375
166,5892.7060546875,5624.185546875
167,5898.99951171875,5576.447265625
168,5903.69580078125,5549.587890625
169,5910.546875,5543.54736328125
170,5916.33740234375,5495.10009765625
171,5919.45068359375,5464.7412109375
172,5922.94775390625,5454.31201171875
173,5927.70458984375,5444.59228515625
174,5933.10498046875,5423.6845703125
175,5940.3583984375,5413.66162109375
176,5944.1103515625,5408.58642578125
177,5949.2685546875,5416.30517578125
178,5949.2685546875,5416.30517578125
179,5959.00244140625,5438.1416015625
180,5964.6240234375,5456.37060546875
181,6006.15869140625,5464.923828125
182,6053.59326171875,5464.224609375
183,6102.67626953125,5454.2890625
184,6148.58447265625,5449.85498046875
185,6195.451171875,5460.1591796875
186,6239.26806640625,5480.4892578125
187,6285.42724609375,5500.4287109375
188,6333.0126953125,5524.0625
189,6377.46044921875,5549.41748046875
190,6419.93115234375,5541.7724609375
191,6461.248046875,5531.69580078125
192,6491.3466796875,5516.78369140625
193,6538.77197265625,5510.8359375
194,6576.365234375,5509.0537109375
195,6613.9208984375,5523.4287109375
196,6646.31201171875,5533.66357421875
197,6688.25732421875,5551.79296875
198,6718.83154296875,5570.189453125
199,6753.72509765625,5576.20654296875
200,6787.94384765625,5572.44775390625
201,6835.095703125,5518.7294921875
202,6866.00732421875,5526.73974609375
203,6896.71142578125,5528.9912109375
204,6926.4326171875,5532.68798828125
205,6955.1201171875,5535.7978515625
206,6981.93310546875,5564.14697265625
207,6981.93310546875,5564.14697265625
208,6981.93310546875,5564.14697265625
209,6981.93310546875,5564.14697265625
210,7011.43310546875,5533.39501953125
211,6999.5478515625,5518.71533203125
212,6997.08447265625,5500.9892578125
213,6997.09228515625,5478.970703125
214,6996.806640625,5461.43115234375
215,6991.94873046875,5460.515625
216,6992.92529296875,5454.09521484375
217,6993.1875,5436.07421875
218,6991.3720703125,5420.6337890625
219,6991.20263671875,5412.65576171875
220,6992.19677734375,5392.802734375
221,7065.44384765625,3456.24365234375
222,6993.01806640625,5367.806640625
223,6992.9677734375,5362.2783203125
224,6992.4208984375,5344.33544921875
225,6995.5361328125,5344.0546875
226,6997.32568359375,5329.94189453125
227,6998.1513671875,5324.47998046875
228,6996.8046875,5317.87939453125
229,6995.35693359375,5312.3056640625
230,6997.3095703125,5310.35888671875
231,7000.13623046875,5301.4814453125
232,6999.70703125,5286.3095703125
233,7004.12548828125,5275.890625
234,6992.0537109375,5266.55322265625
235,6991.62548828125,5252.9365234375
236,6991.81396484375,5258.07275390625
237,6992.869140625,5246.6767578125
238,6994.638671875,5242.173828125
239,7004.615234375,5236.85009765625
240,7011.40966796875,5142.3876953125
241,7020.3525390625,5023.1787109375
242,7027.45068359375,4928.58740234375
243,7033.25537109375,4852.1142578125
244,7023.244140625,4778.5625
245,7034.638671875,4702.43408203125
246,7039.8466796875,4631.39453125
247,7049.08544921875,4567.49658203125
248,7055.6162109375,4516.74853515625
249,7062.39208984375,4492.50146484375
250,7075.29541015625,4388.6845703125
251,7083.765625,4321.8876953125
252,7096.025390625,4243.43701171875
253,7104.939453125,4184.3388671875
254,7112.154296875,4134.31591796875
255,7123.0068359375,4075.41357421875
256,7136.14697265625,3986.71435546875
257,7136.14697265625,3986.71435546875
258,7163.490234375,3861.453369140625
259,7176.166015625,3812.67822265625
260,7176.166015625,3812.67822265625
261,7202.9189453125,3738.58203125
262,7220.80029296875,3649.208740234375
263,7220.80029296875,3649.208740234375
264,7247.48681640625,3522.96875
265,7255.5673828125,3491.9892578125
266,7265.05322265625,3462.26611328125
267,7274.2646484375,3422.479736328125
268,7274.2646484375,3422.479736328125
269,7304.20703125,3330.9208984375
270,7321.5419921875,3281.169189453125
271,7347.5009765625,3241.0078125
272,7347.5009765625,3241.0078125
273,7347.5009765625,3241.0078125
274,7347.5009765625,3241.0078125
275,7347.5009765625,3241.0078125
276,7347.5009765625,3241.0078125
277,7351.51708984375,3213.905517578125
278,7342.9267578125,3222.07080078125
279,7346.82958984375,3231.987548828125
280,7344.01220703125,3209.6142578125
281,7345.5166015625,3206.35107421875
282,7346.4638671875,3210.44189453125
283,7349.974609375,3207.6064453125
284,7349.974609375,3207.6064453125
285,7349.974609375,3207.6064453125
286,7349.974609375,3207.6064453125
287,4142.3349609375,4444.779296875
288,7362.99560546875,3177.2197265625
289,7362.99560546875,3177.2197265625
290,7367.06640625,3169.641357421875
291,7366.53759765625,3169.754638671875
292,7366.53759765625,3169.754638671875
293,7363.17431640625,3134.412353515625
294,7355.17431640625,3118.7822265625
295,7354.52197265625,3111.953125
296,7354.57177734375,3082.424072265625
297,7354.57177734375,3082.424072265625
298,7354.57177734375,3082.424072265625
299,7330.52197265625,3044.79833984375
300,7337.052734375,3017.169189453125
301,7365.5869140625,3036.12353515625
302,7329.19189453125,3009.94873046875
303,7361.82373046875,3023.625732421875
304,7361.82373046875,3023.625732421875
305,7361.82373046875,3023.625732421875
306,7361.82373046875,3023.625732421875
307,7329.51416015625,2982.99951171875
308,7364.4794921875,2993.33447265625
309,7361.81787109375,2991.73046875
310,7359.17333984375,2969.975341796875
311,7357.04833984375,2955.888916015625
312,7354.837890625,2954.64453125
313,7354.98681640625,2969.923095703125
314,7348.009765625,2949.93505859375
315,7347.1318359375,2966.37890625
316,7347.1318359375,2966.37890625
317,7347.1318359375,2966.37890625
318,7331.52587890625,2903.531982421875
319,7293.029296875,2836.444580078125
320,7256.3759765625,2765.84130859375
321,7218.99560546875,2698.028564453125
322,7178.4345703125,2644.908447265625
323,7143.99072265625,2595.58984375
324,7109.32373046875,2527.502197265625
325,7070.73583984375,2467.771728515625
326,7070.73583984375,2467.771728515625
327,7070.73583984375,2467.771728515625
328,7070.73583984375,2467.771728515625
329,7070.73583984375,2467.771728515625
330,6892.2666015625,2171.138671875
331,6892.2666015625,2171.138671875
332,6817.5673828125,2091.827392578125
333,6777.5771484375,2060.396728515625
334,6745.09130859375,2008.4354248046875
335,6706.69873046875,1914.55859375
336,6706.69873046875,1914.55859375
337,6706.69873046875,1914.55859375
338,6607.91259765625,1824.9312744140625
339,6574.89111328125,1791.8448486328125
340,6547.236328125,1734.8629150390625
341,6514.98583984375,1680.1756591796875
342,6485.1787109375,1649.1412353515625
343,6454.8720703125,1632.159912109375
344,6454.8720703125,1632.159912109375
345,6397.65283203125,1551.1934814453125
346,6368.7861328125,1521.1015625
347,6344.38623046875,1487.761962890625
348,6318.576171875,1442.6380615234375
349,6293.81201171875,1420.213134765625
350,6234.08447265625,1403.524658203125
351,6245.7255859375,1378.8736572265625
352,6245.7255859375,1378.8736572265625
353,6245.7255859375,1378.8736572265625
354,6245.7255859375,1378.8736572265625
355,6163.291015625,1266.49609375
356,6137.36328125,1238.71044921875
357,6111.63037109375,1197.83154296875
358,6093.88671875,1152.4598388671875
359,6093.88671875,1152.4598388671875
360,6093.88671875,1152.4598388671875
361,6093.88671875,1152.4598388671875
362,6093.88671875,1152.4598388671875
363,6053.908203125,1100.7772216796875
364,6066.9384765625,1157.391357421875
365,6073.31396484375,1159.7998046875
366,6070.1845703125,1156.402587890625
367,6075.0908203125,1185.203369140625
368,6075.0908203125,1185.203369140625
369,6075.0908203125,1185.203369140625
370,6075.0908203125,1185.203369140625
371,6075.0908203125,1185.203369140625
372,6075.0908203125,1185.203369140625
373,6075.0908203125,1185.203369140625
374,6115.927734375,1266.99462890625
375,6108.2822265625,1286.3887939453125
376,6119.380859375,1268.972900390625
377,6128.47509765625,1271.701416015625
378,6126.130859375,1287.3560791015625
379,6118.56787109375,1274.0247802734375
380,6118.56787109375,1274.0247802734375
381,6118.56787109375,1274.0247802734375
382,6118.56787109375,1274.0247802734375
383,6118.56787109375,1274.0247802734375
384,6118.56787109375,1274.0247802734375
385,6118.56787109375,1274.0247802734375
386,6118.56787109375,1274.0247802734375
387,6121.16259765625,1305.246337890625
388,6126.58837890625,1317.7137451171875
389,6131.10302734375,1340.4285888671875
390,6136.79443359375,1361.440673828125
391,6142.4228515625,1358.4498291015625
392,6142.4228515625,1358.4498291015625
393,6142.4228515625,1358.4498291015625
394,6229.2236328125,1402.779296875
395,6229.2236328125,1402.779296875
396,6311.1416015625,1510.8433837890625
397,6352.06396484375,1522.2064208984375
398,6388.93115234375,1557.565185546875
399,6427.89208984375,1589.2545166015625
400,6471.56494140625,1625.2305908203125
401,6507.244140625,1660.429931640625
402,6548.115234375,1677.9581298828125
403,6583.89453125,1702.5025634765625
404,6618.5751953125,1752.0565185546875
405,6650.27392578125,1776.1790771484375
406,6673.1923828125,1788.9549560546875
407,6718.92333984375,1804.4256591796875
408,6757.15576171875,1841.322998046875
409,6757.15576171875,1841.322998046875
410,6824.375,1888.117919921875
411,6850.892578125,1878.7066650390625
412,6880.966796875,1890.9150390625
413,6916.68896484375,1888.0887451171875
414,6940.1259765625,1929.36474609375
415,6967.02001953125,1960.1826171875
416,6989.51171875,1964.4283447265625
417,7018.7919921875,1993.3916015625
418,7037.03759765625,1994.89013671875
419,7062.93408203125,2034.005126953125
420,7062.93408203125,2034.005126953125
421,7062.93408203125,2034.005126953125
422,7131.18505859375,2063.9560546875
423,7153.60498046875,2073.46044921875
424,7174.134765625,2076.45703125
425,7193.521484375,2105.40087890625
426,7215.2109375,2123.72607421875
427,7222.6142578125,2125.038818359375
428,7242.7431640625,2147.55029296875
429,7256.138671875,2155.013427734375
430,7288.61962890625,2177.609130859375
431,7311.47705078125,2190.782958984375
432,7343.0068359375,2202.323486328125
433,7358.19140625,2220.491943359375
434,7380.0615234375,2237.350830078125
435,7400.85400390625,2262.283203125
436,7412.751953125,2270.35498046875
437,7412.751953125,2270.35498046875
438,7420.5048828125,2252.58984375
439,7419.6630859375,2240.93212890625
440,7420.9189453125,2244.549072265625
441,7420.9189453125,2244.549072265625
442,7412.5517578125,2261.556884765625
443,7403.4130859375,2272.213623046875
444,7403.4130859375,2272.213623046875
445,7403.4130859375,2272.213623046875
446,7403.4130859375,2272.213623046875
447,7403.4130859375,2272.213623046875
448,7403.4130859375,2272.213623046875
449,7403.4130859375,2272.213623046875
450,7403.4130859375,2272.213623046875
451,7403.4130859375,2272.213623046875
452,7219.880859375,2269.638427734375
453,7211.49169921875,2274.072265625
454,7298.8046875,2325.55859375
455,7193.92333984375,2272.652099609375
456,7182.79248046875,2266.818359375
457,7172.1240234375,2262.928466796875
458,7166.4140625,2279.571533203125
459,7154.53515625,2287.45458984375
460,7154.53515625,2287.45458984375
461,7135.00390625,2287.6142578125
462,7134.77978515625,2298.3359375
463,7131.36181640625,2297.949951171875
464,7128.8583984375,2304.538330078125
465,7121.10791015625,2312.578857421875
466,7114.39306640625,2318.0078125
467,7112.5888671875,2330.275634765625
468,7101.029296875,2317.83935546875
469,7091.3076171875,2311.350830078125
470,7087.134765625,2329.492431640625
471,7083.44287109375,2336.450927734375
472,7078.99072265625,2336.944091796875
473,7073.921875,2332.411865234375
474,7064.8876953125,2331.324951171875
475,7058.3671875,2343.37158203125
476,7055.14794921875,2346.318115234375
477,7055.68359375,2358.734619140625
478,7005.458984375,2297.000732421875
479,6970.984375,2258.697021484375
480,7010.2890625,2254.557861328125
481,6969.7900390625,2199.527099609375
482,6928.4560546875,2153.350830078125
483,6888.830078125,2102.927978515625
484,6888.830078125,2102.927978515625
485,6888.830078125,2102.927978515625
486,6888.830078125,2102.927978515625
487,6748.3935546875,1899.27392578125
488,6717.55224609375,1829.6912841796875
489,6683.88525390625,1790.1033935546875
490,6644.60009765625,1780.9677734375
491,6610.39208984375,1717.32470703125
492,6583.80859375,1690.193115234375
493,6555.59375,1636.44091796875
494,6539.00244140625,1620.6181640625
495,6509.35595703125,1595.97705078125
496,6479.35302734375,1552.398193359375
497,6452.21240234375,1496.596923828125
498,6432.958984375,1476.1397705078125
499,6432.958984375,1476.1397705078125
500,6384.34326171875,1404.5489501953125
501,6357.39013671875,1370.935546875
502,6332.3984375,1336.0908203125
503,6311.27685546875,1301.83984375
504,6277.65234375,1258.6873779296875
505,6273.08740234375,1264.9696044921875
506,6254.01318359375,1219.9775390625
507,6234.72998046875,1179.299072265625
508,6234.72998046875,1179.299072265625
509,6234.72998046875,1179.299072265625
510,6173.79052734375,1080.4071044921875
511,6173.79052734375,1080.4071044921875
512,6138.0654296875,1051.1243896484375
513,6118.173828125,1063.16796875
514,6100.1796875,1038.3988037109375
515,6092.85400390625,1040.295166015625
516,6090.86962890625,1032.59423828125
517,6088.091796875,1023.2186889648438
518,6086.11181640625,1012.4700927734375
519,6079.89306640625,1011.0736083984375
520,6078.5830078125,1005.9299926757812
521,6078.5830078125,1005.9299926757812
522,6078.5830078125,1005.9299926757812
523,6073.2880859375,972.2106323242188
524,6073.76904296875,970.65625
525,6072.59326171875,936.954345703125
526,6068.1845703125,909.6917724609375
527,6070.40966796875,914.1533813476562
528,6066.794921875,916.9057006835938
529,6060.6064453125,893.8959350585938
530,6058.8974609375,893.635498046875
531,6058.8974609375,893.635498046875
532,6062.2587890625,929.0193481445312
533,6057.8701171875,891.570556640625
534,6060.1328125,914.4026489257812
535,6062.05908203125,934.8057861328125
536,6054.86083984375,890.330810546875
537,6054.86083984375,890.330810546875
538,6057.07177734375,897.2097778320312
539,6055.974609375,893.46923828125
540,6057.5390625,903.9478759765625
541,6057.5390625,903.9478759765625
542,6059.595703125,868.8773803710938
543,6059.595703125,868.8773803710938
544,6059.595703125,868.8773803710938
545,6059.595703125,868.8773803710938
546,6059.595703125,868.8773803710938
547,6059.595703125,868.8773803710938
548,6059.595703125,868.8773803710938
549,6084.85693359375,867.0789794921875
550,6086.1279296875,864.5629272460938
551,6092.205078125,884.2243041992188
552,6092.205078125,884.2243041992188
553,6106.4501953125,888.9848022460938
554,6106.5107421875,881.9857177734375
555,6106.5107421875,881.9857177734375
556,6119.71923828125,922.7333984375
557,6124.08740234375,947.5349731445312
558,6124.08740234375,947.5349731445312
559,6131.8984375,976.0968017578125
560,6133.30712890625,966.4992065429688
561,6139.28466796875,962.0534057617188
562,6141.72998046875,976.3641967773438
563,6143.60791015625,994.8980102539062
564,6144.19921875,1005.198974609375
565,6151.4013671875,1019.8860473632812
566,6151.4013671875,1019.8860473632812
567,6151.4013671875,1019.8860473632812
568,6155.53515625,1007.4962158203125
569,6164.38232421875,1022.9671020507812
570,6178.04736328125,1083.6812744140625
571,6182.69677734375,1095.67431640625
572,6186.86572265625,1086.5615234375
573,6195.38818359375,1108.5611572265625
574,6187.0810546875,1071.677734375
575,6187.0810546875,1071.677734375
576,6187.0810546875,1071.677734375
577,6207.92431640625,1100.9522705078125
578,6207.92431640625,1100.9522705078125
579,6207.92431640625,1100.9522705078125
580,6325.4033203125,1229.7078857421875
581,6366.9140625,1295.056884765625
582,6409.9326171875,1333.6131591796875
583,6460.486328125,1423.5943603515625
584,6501.03662109375,1469.1466064453125
585,6533.80517578125,1548.1304931640625
586,6567.689453125,1587.54052734375
587,6598.64306640625,1619.0589599609375
588,6638.3349609375,1663.955322265625
589,6670.9150390625,1697.928955078125
590,6701.93603515625,1746.1888427734375
591,6731.4853515625,1766.340087890625
592,6761.60986328125,1829.7626953125
593,6797.40087890625,1870.7152099609375
594,6823.87548828125,1880.86572265625
595,6854.43505859375,1913.55126953125
596,6879.6533203125,1946.85302734375
597,6906.9560546875,1972.7335205078125
598,6932.5546875,2009.79931640625
599,6963.11865234375,2032.2601318359375
600,6988.82958984375,2070.27587890625
601,7010.27685546875,2117.3779296875
602,7036.20556640625,2130.578857421875
603,7054.55712890625,2140.728515625
604,7082.2041015625,2193.537109375
605,7097.8779296875,2222.89794921875
606,7123.0810546875,2245.23828125
607,7139.4814453125,2257.36669921875
608,7155.6767578125,2298.2119140625
609,7155.6767578125,2298.2119140625
610,7197.9873046875,2328.79443359375
611,7197.9873046875,2328.79443359375
612,7231.8359375,2369.486083984375
613,7253.83544921875,2396.035400390625
614,7253.83544921875,2396.035400390625
615,7291.13525390625,2448.678466796875
616,7312.1484375,2461.124755859375
617,7335.42578125,2495.804443359375
618,7350.82763671875,2514.051025390625
619,7370.50341796875,2542.357421875
620,7370.50341796875,2542.357421875
621,7401.11962890625,2572.8818359375
622,7406.94482421875,2574.1318359375
623,7406.94482421875,2574.1318359375
624,7445.32470703125,2642.033447265625
625,7467.14404296875,2658.874755859375
626,7476.94921875,2704.803466796875
627,7490.984375,2691.955810546875
628,7505.92919921875,2743.31787109375
629,7514.48046875,2772.114501953125
630,7553.73388671875,2805.469970703125
631,7553.73388671875,2805.469970703125
632,7546.5439453125,2828.9853515625
633,7538.78515625,2825.38916015625
634,7531.27978515625,2860.017333984375
635,7526.68505859375,2883.522705078125
636,7513.5166015625,2907.259033203125
637,7508.7783203125,2885.48486328125
638,7512.36669921875,2929.531005859375
639,7506.951171875,2944.140380859375
640,7498.63427734375,2947.275634765625
641,7493.22607421875,2954.6748046875
642,7493.22607421875,2954.6748046875
643,7494.87060546875,2985.21923828125
644,7378.1396484375,2939.880615234375
645,7380.158203125,2959.70166015625
646,7368.35009765625,2958.746826171875
647,7366.8740234375,2961.784423828125
648,7371.27783203125,2989.07080078125
649,7371.62744140625,2990.8330078125
650,7369.98779296875,3012.2978515625
651,7373.83447265625,3019.0029296875
652,7363.552734375,3020.952880859375
653,7366.01416015625,3045.4599609375
654,7367.8681640625,3064.148193359375
655,7366.44677734375,3096.564453125
656,7639.4853515625,3241.846923828125
657,7532.572265625,3282.379638671875
658,7516.05224609375,3305.562744140625
659,7509.65966796875,3313.140625
660,7503.96435546875,3335.498046875
661,7493.541015625,3364.633544921875
662,7489.314453125,3371.736083984375
663,7389.638671875,3215.46875
664,7375.91796875,3207.403564453125
665,7373.85302734375,3207.483154296875
666,7378.58349609375,3221.564208984375
667,7378.58349609375,3221.564208984375
668,7359.673828125,3252.4619140625
669,7354.26953125,3246.031982421875
670,7360.39111328125,3259.670654296875
671,7367.74560546875,3300.234130859375
672,7353.240234375,3300.034912109375
673,7351.23388671875,3300.91455078125
674,7355.7177734375,3338.486328125
675,7368.76904296875,3354.650390625
676,7362.30712890625,3362.387451171875
677,7355.54736328125,3392.922607421875
678,7349.236328125,3437.83984375
679,7349.71484375,3505.57275390625
680,7345.9248046875,3567.157958984375
681,7345.9248046875,3567.157958984375
682,7354.76806640625,3668.515625
683,7535.5224609375,3809.947265625
684,7535.47265625,3869.162109375
685,7534.251953125,3922.817138671875
686,7525.8662109375,3960.09716796875
687,7524.9619140625,3987.943115234375
688,7522.15283203125,4032.493408203125
689,7517.478515625,4108.1796875
690,7518.90869140625,4161.0927734375
691,7518.5966796875,4228.96240234375
692,7516.7470703125,4287.037109375
693,7519.0283203125,4309.6650390625
694,7520.98876953125,4351.18017578125
695,7525.521484375,4393.72998046875
696,7525.966796875,4447.58544921875
697,7522.892578125,4497.2841796875
698,7518.3427734375,4564.09814453125
699,7520.7861328125,4612.10546875
700,7524.1455078125,4642.35546875
701,7528.46142578125,4647.2080078125
702,7529.2451171875,4682.27734375
703,7531.916015625,4713.8134765625
704,7530.23828125,4755.0380859375
705,7527.94482421875,4809.4453125
706,7528.8193359375,4854.46484375
707,7531.26806640625,4886.95751953125
708,7533.51708984375,4921.22216796875
709,7535.3740234375,4945.42822265625
710,7536.66162109375,4989.9130859375
711,7537.92138671875,5018.65087890625
712,7543.09423828125,5041.03125
713,7546.43408203125,5069.16259765625
714,7547.08447265625,5105.10302734375
715,7551.58935546875,5128.81982421875
716,7557.48046875,5152.689453125
717,7560.24462890625,5179.1708984375
718,7562.1279296875,5198.6337890625
719,7562.1279296875,5217.35595703125
720,7562.04052734375,5238.32470703125
721,7564.66064453125,5267.6875
722,7563.94287109375,5308.97265625
723,7383.33349609375,5187.2353515625
724,7389.09521484375,5208.89208984375
725,7391.64306640625,5244.89453125
726,7573.33349609375,5422.3310546875
727,7578.88720703125,5444.14599609375
728,7388.44580078125,5308.34423828125
729,7387.7509765625,5327.62451171875
730,7387.77099609375,5361.86865234375
731,7391.98681640625,5398.13720703125
732,7382.46826171875,5451.0107421875
733,7384.46630859375,5577.5830078125
734,7385.22802734375,5576.029296875
735,7400.56298828125,5505.27783203125
736,7418.6904296875,5505.400390625
737,7418.80322265625,5514.716796875
738,7404.4599609375,5515.37158203125
739,7406.310546875,5538.0673828125
740,7405.95068359375,5577.404296875
741,7390.751953125,5574.97314453125
742,7398.1884765625,5611.90234375
743,7394.4716796875,5636.44287109375
744,7393.29248046875,5646.8916015625
745,7389.50830078125,5654.6181640625
746,7388.375,5678.05126953125
747,7391.69775390625,5711.548828125
748,7401.3466796875,5744.84716796875
749,7398.572265625,5743.78857421875
